ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
038542471X,The Client,John Grisham,1993,Doubleday Books,http://images.amazon.com/images/P/038542471X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542471X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542471X.01.LZZZZZZZ.jpg
0515128554,Heart Of The Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.LZZZZZZZ.jpg
067103619X,Lake News,Barbara Delinsky,2000,Pocket,http://images.amazon.com/images/P/067103619X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067103619X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067103619X.01.LZZZZZZZ.jpg
0743411269,An Accidental Woman,Barbara Delinsky,2003,Pocket Books,http://images.amazon.com/images/P/0743411269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743411269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743411269.01.LZZZZZZZ.jpg
0767905938,A Year By The Sea: Thoughts Of An Unfinished Woman,Joan Anderson,2000,Broadway Books,http://images.amazon.com/images/P/0767905938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905938.01.LZZZZZZZ.jpg
0156528207,The Little Prince,Antoine De Saint-Exupã©Ry,1968,Harcourt,http://images.amazon.com/images/P/0156528207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156528207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156528207.01.LZZZZZZZ.jpg
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,http://images.amazon.com/images/P/0380012863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.LZZZZZZZ.jpg
0671867113,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,http://images.amazon.com/images/P/0671867113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg
0060173289,Divine Secrets Of The Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,http://images.amazon.com/images/P/0060173289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.LZZZZZZZ.jpg
006101351X,The Perfect Storm : A True Story Of Men Against The Sea,Sebastian Junger,1998,HarperTorch,http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg
0440224675,Hannibal,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg
0449002632,London : The Novel,Edward Rutherfurd,1998,Fawcett,http://images.amazon.com/images/P/0449002632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg
0553569058,The Robber Bride,Margaret Atwood,1995,Bantam,http://images.amazon.com/images/P/0553569058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg
1573225126,Prozac Nation: Young And Depressed In America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books,http://images.amazon.com/images/P/1573225126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg
1878424319,The Four Agreements: A Practical Guide To Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg
0345335465,Dragonflight (Dragonriders Of Pern Trilogy (Paperback)),Anne Mccaffrey,1991,Del Rey Books,http://images.amazon.com/images/P/0345335465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335465.01.LZZZZZZZ.jpg
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
0553210092,The Scarlet Letter,Nathaniel Hawthorne,1965,Bantam,http://images.amazon.com/images/P/0553210092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.LZZZZZZZ.jpg
055358099X,Cloud Nine,Luanne Rice,2000,Bantam Books,http://images.amazon.com/images/P/055358099X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg
0316168815,The Lovely Bones,Alice Sebold,2004,Back Bay Books,http://images.amazon.com/images/P/0316168815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.LZZZZZZZ.jpg
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,1996,Penguin Books,http://images.amazon.com/images/P/014023828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.LZZZZZZZ.jpg
0345424719,A Widow For One Year,John Irving,1999,Ballantine Books,http://images.amazon.com/images/P/0345424719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
0385503857,Oryx And Crake,Margaret Atwood,2003,Nan A. Talese,http://images.amazon.com/images/P/0385503857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg
0440226104,Black And Blue,Anna Quindlen,1999,Dell,http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
0553802488,The Face,Dean Koontz,2003,Bantam,http://images.amazon.com/images/P/0553802488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.LZZZZZZZ.jpg
0671021001,She'S Come Undone (Oprah'S Book Club),Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg
0767903579,Falling Leaves: The True Story Of An Unwanted Chinese Daughter,Adeline Yen Mah,1999,Broadway Books,http://images.amazon.com/images/P/0767903579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903579.01.LZZZZZZZ.jpg
0805063897,Nickel And Dimed: On (Not) Getting By In America,Barbara Ehrenreich,2002,Owl Books,http://images.amazon.com/images/P/0805063897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805063897.01.LZZZZZZZ.jpg
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg
0842329129,Left Behind: A Novel Of The Earth'S Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg
0380973545,Letters From A Nut,Ted L. Nancy,1999,William Morrow,http://images.amazon.com/images/P/0380973545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973545.01.LZZZZZZZ.jpg
0743424425,The Shining,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743424425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.LZZZZZZZ.jpg
0786868015,The Diary Of Ellen Rimbauer: My Life At Rose Red,Joyce Reardon,2001,Hyperion,http://images.amazon.com/images/P/0786868015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg
0446610178,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,http://images.amazon.com/images/P/0446610178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg
0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial,http://images.amazon.com/images/P/0060915544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060915544.01.LZZZZZZZ.jpg
0060932759,Daughter Of Fortune,Isabel Allende,2000,Perennial,http://images.amazon.com/images/P/0060932759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.LZZZZZZZ.jpg
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,http://images.amazon.com/images/P/0312195516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg
039914739X,Isle Of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group,http://images.amazon.com/images/P/039914739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.LZZZZZZZ.jpg
0312278586,The Nanny Diaries: A Novel,Emma Mclaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
0312288115,Confessions Of A Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books,http://images.amazon.com/images/P/0312288115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312288115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312288115.01.LZZZZZZZ.jpg
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg
0515118656,The Cove,Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515118656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.LZZZZZZZ.jpg
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
0156027321,Life Of Pi,Yann Martel,2003,Harvest Books,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
0385721420,Three Junes,Julia Glass,2003,Anchor,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
0451202341,Back Roads,Tawni O'Dell,2001,Signet Book,http://images.amazon.com/images/P/0451202341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg
0743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/0743418190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,http://images.amazon.com/images/P/0553272837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.LZZZZZZZ.jpg
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg
0449907481,A Thousand Acres (Ballantine Reader'S Circle),Jane Smiley,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg
0515127833,River'S End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
0345441133,Summer Island,Kristin Hannah,2002,Ballantine Books,http://images.amazon.com/images/P/0345441133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg
0515134279,The Straw Men,Michael Marshall,2002,Jove Books,http://images.amazon.com/images/P/0515134279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.LZZZZZZZ.jpg
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
0553564528,Guilty As Sin,Tami Hoag,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg
055356451X,Night Sins,Tami Hoag,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg
042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517736X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.LZZZZZZZ.jpg
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,2000,Pocket,http://images.amazon.com/images/P/0671868713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868713.01.LZZZZZZZ.jpg
0345313860,"The Vampire Lestat (Vampire Chronicles, Book Ii)",Anne Rice,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
0345369947,The Mummy Or Ramses The Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg
1400077826,Cold Mountain (Mti) (Vintage Contemporaries),Charles Frazier,2003,Vintage,http://images.amazon.com/images/P/1400077826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.LZZZZZZZ.jpg
0446394521,Daisy Fay And The Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
068484267X,Angela'S Ashes: A Memoir,Frank Mccourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg
0553578693,The Next Accident,Lisa Gardner,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,2001,Del Rey,http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.LZZZZZZZ.jpg
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Del Rey,http://images.amazon.com/images/P/0345413369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413369.01.LZZZZZZZ.jpg
0451184718,The Rosewood Casket,Sharyn Mccrumb,1997,Signet Book,http://images.amazon.com/images/P/0451184718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184718.01.LZZZZZZZ.jpg
0060938455,Fast Food Nation: The Dark Side Of The All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
0440122090,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg
0061009059,One For The Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,http://images.amazon.com/images/P/0060930187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930187.01.LZZZZZZZ.jpg
0446364193,Along Came A Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
